0 2 17
-173432 8343.5 
-166127 6593.48 
-170752 6996.39 
-169363 6731.73 
-165832 5553.82 
-163209 4015.53 
-155682 3549.62 
-156163 3787.4 
-154831 3108.54 
-135121 1821.54 
-151116 1934.67 
-108025 1257.26 
-127573 1462.89 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
1 2 14
-161994 2425.99 
-157871 2242.15 
-173502 4238.1 
-115182 814.051 
-123236 1206.01 
-142830 1232.89 
-162353 3414 
-173970 7452.57 
-168306 3489.3 
-151116 1934.67 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
2 2 23
-117918 1129.3 
-143925 1454.22 
-154821 2035.48 
-140891 1215.33 
-177397 5212.74 
-177605 5380.28 
-170766 2517.33 
-171093 2649.55 
-173638 4985.02 
-155964 2182.8 
-171643 3718.15 
-154303 1454.61 
-171107 2875.76 
-161994 2425.99 
-157871 2242.15 
-173502 4238.1 
-115182 814.051 
-123236 1206.01 
-142830 1232.89 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
3 2 21
-162209 1804.48 
-181690 3383.03 
-168756 2403.25 
-168155 2130.51 
-162537 1933.42 
-158948 1635.79 
-170957 2638 
-117918 1129.3 
-143925 1454.22 
-140891 1215.33 
-170766 2517.33 
-171093 2649.55 
-154303 1454.61 
-171107 2875.76 
-115182 814.051 
-123236 1206.01 
-142830 1232.89 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
4 2 19
-181156 2112.95 
-161271 1789.95 
-181612 3302.81 
-153108 1444.09 
-159008 1765.89 
-162209 1804.48 
-181690 3383.03 
-162537 1933.42 
-158948 1635.79 
-117918 1129.3 
-140891 1215.33 
-154303 1454.61 
-115182 814.051 
-123236 1206.01 
-142830 1232.89 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
5 2 17
-192639 2174.36 
-179508 1946.16 
-165474 1726.41 
-181134 1957.64 
-181156 2112.95 
-153108 1444.09 
-158948 1635.79 
-117918 1129.3 
-140891 1215.33 
-154303 1454.61 
-115182 814.051 
-123236 1206.01 
-142830 1232.89 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
6 2 17
-172016 1699.03 
-166598 1660.21 
-160814 1625.97 
-172166 1800.37 
-154414 1390.17 
-185120 1962.21 
-182679 1914.22 
-192639 2174.36 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-142830 1232.89 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
7 2 16
-156465 1504.25 
-161304 1572.66 
-189062 2136.81 
-187876 1846.95 
-182493 1618.92 
-154414 1390.17 
-192639 2174.36 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-142830 1232.89 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
8 2 18
-166161 1413.29 
-168111 1588.62 
-154789 1405.23 
-196525 2012.77 
-182586 1675.31 
-190953 1791.65 
-168664 1607.15 
-182493 1618.92 
-154414 1390.17 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-142830 1232.89 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
9 2 18
-193826 1883.63 
-195030 1897.51 
-178299 1590.39 
-163347 1296.71 
-171181 1390.43 
-158801 1231.58 
-196525 2012.77 
-182586 1675.31 
-190953 1791.65 
-182493 1618.92 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
10 2 22
-197422 2062.89 
-184322 1770.4 
-202005 2175.87 
-172927 1392.12 
-180540 1577.02 
-193826 1883.63 
-195030 1897.51 
-163347 1296.71 
-171181 1390.43 
-158801 1231.58 
-196525 2012.77 
-182586 1675.31 
-190953 1791.65 
-182493 1618.92 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
11 2 23
-200095 2100.27 
-186451 1596.2 
-170195 1305.6 
-181083 1551.37 
-197499 2099.78 
-197422 2062.89 
-202005 2175.87 
-172927 1392.12 
-193826 1883.63 
-195030 1897.51 
-163347 1296.71 
-171181 1390.43 
-158801 1231.58 
-196525 2012.77 
-190953 1791.65 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
12 2 23
-176686 1423.58 
-198066 1907.32 
-197556 1841.89 
-183116 1558.89 
-189775 1777.85 
-200095 2100.27 
-186451 1596.2 
-170195 1305.6 
-181083 1551.37 
-202005 2175.87 
-172927 1392.12 
-163347 1296.71 
-171181 1390.43 
-158801 1231.58 
-190953 1791.65 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
13 2 18
-189386 1540.73 
-192604 1592.35 
-200771 1702.21 
-203586 1999.99 
-176686 1423.58 
-170195 1305.6 
-172927 1392.12 
-163347 1296.71 
-171181 1390.43 
-158801 1231.58 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
14 2 23
-208855 2172.23 
-203756 2058.53 
-188057 1479.52 
-202112 1913.36 
-178997 1435.43 
-189386 1540.73 
-192604 1592.35 
-200771 1702.21 
-203586 1999.99 
-176686 1423.58 
-170195 1305.6 
-172927 1392.12 
-163347 1296.71 
-171181 1390.43 
-158801 1231.58 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
15 2 20
-203760 2116.25 
-201885 1749.43 
-199047 1410.23 
-179057 1340.19 
-208855 2172.23 
-203756 2058.53 
-202112 1913.36 
-200771 1702.21 
-203586 1999.99 
-170195 1305.6 
-163347 1296.71 
-158801 1231.58 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
16 2 17
-202880 1694.29 
-175532 1254.77 
-203760 2116.25 
-199047 1410.23 
-179057 1340.19 
-208855 2172.23 
-203756 2058.53 
-203586 1999.99 
-158801 1231.58 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
17 2 18
-182900 1366.02 
-160927 1239.47 
-200144 1600.71 
-205797 1916.93 
-202880 1694.29 
-175532 1254.77 
-199047 1410.23 
-179057 1340.19 
-208855 2172.23 
-158801 1231.58 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
18 2 20
-185090 1318.3 
-200676 1564.4 
-178397 1296.24 
-187954 1383.67 
-206573 1878.41 
-207366 2092.25 
-160927 1239.47 
-202880 1694.29 
-175532 1254.77 
-199047 1410.23 
-208855 2172.23 
-158801 1231.58 
-117918 1129.3 
-140891 1215.33 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
19 2 15
-207451 1851.09 
-193502 1367.9 
-189181 1328.89 
-185973 1211.33 
-200676 1564.4 
-202880 1694.29 
-199047 1410.23 
-208855 2172.23 
-117918 1129.3 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
20 2 19
-205261 1662.02 
-202255 1633.54 
-191910 1289.52 
-199105 1513.05 
-205731 1815.03 
-205694 1810.84 
-207451 1851.09 
-193502 1367.9 
-185973 1211.33 
-200676 1564.4 
-199047 1410.23 
-208855 2172.23 
-117918 1129.3 
-115182 814.051 
-123236 1206.01 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
21 2 18
-167582 1197.46 
-197581 1383.26 
-215539 1936.22 
-204292 1583.61 
-211910 1764.94 
-205261 1662.02 
-191910 1289.52 
-199105 1513.05 
-193502 1367.9 
-185973 1211.33 
-200676 1564.4 
-199047 1410.23 
-117918 1129.3 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
22 2 15
-172377 1114.57 
-211171 1714.24 
-202427 1380.38 
-215539 1936.22 
-204292 1583.61 
-211910 1764.94 
-205261 1662.02 
-191910 1289.52 
-193502 1367.9 
-185973 1211.33 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
23 2 14
-206692 1526.91 
-187544 1166.95 
-209866 1650.19 
-196505 1253.27 
-172377 1114.57 
-211171 1714.24 
-202427 1380.38 
-215539 1936.22 
-211910 1764.94 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
24 2 16
-183955 1139 
-203539 1351.89 
-215078 1920.95 
-213603 1889.66 
-210459 1502.92 
-187544 1166.95 
-196505 1253.27 
-172377 1114.57 
-211171 1714.24 
-215539 1936.22 
-211910 1764.94 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
25 2 17
-215901 2009.32 
-186072 1117.26 
-203539 1351.89 
-215078 1920.95 
-213603 1889.66 
-210459 1502.92 
-187544 1166.95 
-196505 1253.27 
-172377 1114.57 
-211171 1714.24 
-215539 1936.22 
-211910 1764.94 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
26 2 20
-186311 1122.9 
-210633 1640.19 
-217214 2149.11 
-215901 2009.32 
-186072 1117.26 
-203539 1351.89 
-215078 1920.95 
-213603 1889.66 
-210459 1502.92 
-187544 1166.95 
-196505 1253.27 
-172377 1114.57 
-211171 1714.24 
-215539 1936.22 
-211910 1764.94 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
27 2 21
-194167 1190.42 
-213116 1708.79 
-205175 1474.02 
-213956 1797.08 
-212682 1659.1 
-218057 1972.67 
-186311 1122.9 
-210633 1640.19 
-186072 1117.26 
-203539 1351.89 
-215078 1920.95 
-210459 1502.92 
-187544 1166.95 
-196505 1253.27 
-172377 1114.57 
-215539 1936.22 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
28 2 22
-202375 1329.49 
-194167 1190.42 
-213116 1708.79 
-205175 1474.02 
-213956 1797.08 
-212682 1659.1 
-218057 1972.67 
-186311 1122.9 
-210633 1640.19 
-186072 1117.26 
-203539 1351.89 
-215078 1920.95 
-210459 1502.92 
-187544 1166.95 
-196505 1253.27 
-172377 1114.57 
-215539 1936.22 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
29 2 25
-205456 1500.42 
-207337 1500.51 
-205143 1453.01 
-202375 1329.49 
-194167 1190.42 
-213116 1708.79 
-205175 1474.02 
-213956 1797.08 
-212682 1659.1 
-218057 1972.67 
-186311 1122.9 
-210633 1640.19 
-186072 1117.26 
-203539 1351.89 
-215078 1920.95 
-210459 1502.92 
-187544 1166.95 
-196505 1253.27 
-172377 1114.57 
-215539 1936.22 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
30 2 21
-208857 1322.25 
-201134 1254.11 
-194167 1190.42 
-213116 1708.79 
-213956 1797.08 
-212682 1659.1 
-218057 1972.67 
-186311 1122.9 
-210633 1640.19 
-186072 1117.26 
-215078 1920.95 
-210459 1502.92 
-187544 1166.95 
-196505 1253.27 
-172377 1114.57 
-215539 1936.22 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
31 2 16
-218223 1573.38 
-218304 1925.32 
-208857 1322.25 
-201134 1254.11 
-194167 1190.42 
-186311 1122.9 
-186072 1117.26 
-210459 1502.92 
-187544 1166.95 
-196505 1253.27 
-172377 1114.57 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
32 2 17
-209642 1379.59 
-218223 1573.38 
-218304 1925.32 
-208857 1322.25 
-201134 1254.11 
-194167 1190.42 
-186311 1122.9 
-186072 1117.26 
-210459 1502.92 
-187544 1166.95 
-196505 1253.27 
-172377 1114.57 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
33 2 17
-168751 1109.11 
-204073 1187.3 
-212753 1529.63 
-209642 1379.59 
-218223 1573.38 
-218304 1925.32 
-208857 1322.25 
-186311 1122.9 
-186072 1117.26 
-210459 1502.92 
-187544 1166.95 
-172377 1114.57 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
34 2 17
-196708 1138.71 
-176328 1082.55 
-214317 1569.33 
-204073 1187.3 
-212753 1529.63 
-209642 1379.59 
-218223 1573.38 
-218304 1925.32 
-208857 1322.25 
-186311 1122.9 
-186072 1117.26 
-210459 1502.92 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
35 2 15
-190716 1071.53 
-220939 1832.43 
-196708 1138.71 
-214317 1569.33 
-204073 1187.3 
-212753 1529.63 
-209642 1379.59 
-218223 1573.38 
-208857 1322.25 
-210459 1502.92 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
36 2 18
-210908 1481.21 
-195063 1121.96 
-212674 1506.22 
-199535 1173.73 
-190716 1071.53 
-220939 1832.43 
-196708 1138.71 
-214317 1569.33 
-204073 1187.3 
-212753 1529.63 
-209642 1379.59 
-218223 1573.38 
-208857 1322.25 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
37 2 19
-192051 1106.18 
-198229 1167.6 
-213075 1490.22 
-210908 1481.21 
-195063 1121.96 
-199535 1173.73 
-190716 1071.53 
-220939 1832.43 
-196708 1138.71 
-214317 1569.33 
-204073 1187.3 
-209642 1379.59 
-218223 1573.38 
-208857 1322.25 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
38 2 18
-192851 1072.42 
-214068 1396.77 
-209018 1276.62 
-209970 1346.33 
-198229 1167.6 
-195063 1121.96 
-199535 1173.73 
-190716 1071.53 
-220939 1832.43 
-196708 1138.71 
-214317 1569.33 
-204073 1187.3 
-218223 1573.38 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
39 2 20
-215987 1446.79 
-212797 1331.45 
-200113 1089.06 
-204161 1213.03 
-216050 1518.9 
-208977 1238.82 
-213200 1334.97 
-204563 1214.77 
-192851 1072.42 
-214068 1396.77 
-209018 1276.62 
-190716 1071.53 
-220939 1832.43 
-204073 1187.3 
-218223 1573.38 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
40 2 19
-216093 1563.64 
-214332 1252.38 
-189172 1053.47 
-215987 1446.79 
-200113 1089.06 
-204161 1213.03 
-216050 1518.9 
-208977 1238.82 
-204563 1214.77 
-192851 1072.42 
-190716 1071.53 
-220939 1832.43 
-204073 1187.3 
-218223 1573.38 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
41 2 15
-193048 1011.92 
-206432 1159.61 
-216093 1563.64 
-214332 1252.38 
-215987 1446.79 
-200113 1089.06 
-216050 1518.9 
-208977 1238.82 
-220939 1832.43 
-218223 1573.38 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
42 2 17
-210639 1226.94 
-220201 1748.42 
-190476 939.019 
-193048 1011.92 
-206432 1159.61 
-216093 1563.64 
-214332 1252.38 
-215987 1446.79 
-200113 1089.06 
-216050 1518.9 
-220939 1832.43 
-218223 1573.38 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
43 2 19
-180995 889.784 
-201832 1095.59 
-210639 1226.94 
-220201 1748.42 
-190476 939.019 
-193048 1011.92 
-206432 1159.61 
-216093 1563.64 
-214332 1252.38 
-215987 1446.79 
-200113 1089.06 
-216050 1518.9 
-220939 1832.43 
-218223 1573.38 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
44 2 21
-207706 1162.73 
-215064 1393.86 
-180995 889.784 
-201832 1095.59 
-210639 1226.94 
-220201 1748.42 
-190476 939.019 
-193048 1011.92 
-206432 1159.61 
-216093 1563.64 
-214332 1252.38 
-215987 1446.79 
-200113 1089.06 
-216050 1518.9 
-220939 1832.43 
-218223 1573.38 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
45 2 21
-207706 1162.73 
-215064 1393.86 
-180995 889.784 
-201832 1095.59 
-210639 1226.94 
-220201 1748.42 
-190476 939.019 
-193048 1011.92 
-206432 1159.61 
-216093 1563.64 
-214332 1252.38 
-215987 1446.79 
-200113 1089.06 
-216050 1518.9 
-220939 1832.43 
-218223 1573.38 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
46 2 19
-216728 1377.07 
-213209 1251.04 
-207706 1162.73 
-180995 889.784 
-201832 1095.59 
-210639 1226.94 
-220201 1748.42 
-190476 939.019 
-193048 1011.92 
-206432 1159.61 
-214332 1252.38 
-200113 1089.06 
-220939 1832.43 
-218223 1573.38 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
47 2 15
-218314 1222.32 
-207706 1162.73 
-180995 889.784 
-201832 1095.59 
-220201 1748.42 
-190476 939.019 
-193048 1011.92 
-206432 1159.61 
-200113 1089.06 
-220939 1832.43 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
48 2 17
-192639 996.13 
-197216 1071.35 
-218314 1222.32 
-207706 1162.73 
-180995 889.784 
-201832 1095.59 
-220201 1748.42 
-190476 939.019 
-193048 1011.92 
-206432 1159.61 
-200113 1089.06 
-220939 1832.43 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
49 2 16
-201288 1007.73 
-202563 1099.46 
-192639 996.13 
-218314 1222.32 
-207706 1162.73 
-180995 889.784 
-201832 1095.59 
-220201 1748.42 
-190476 939.019 
-206432 1159.61 
-220939 1832.43 
-115182 814.051 
-94515 712.135 
-89431.7 405.796 
-36500.4 394.367 
-0 0 
50 2 19
-201201 998.142 
-201887 1096 
-208316 1168.71 
