6374.21 58.2902 6663.75 91.1551 2267.99 14.7343 6226.16 56.664 6450.4 58.3127 6248.22 57.0648 2034.35 14.0221 6525.56 59.842 6573.01 61.3726 6665.92 76.1431 NA NA NA NA
5801.18 43.25 6543.54 60.9569 6407.82 57.9215 5579 42.1693 4041.38 28.8151 6642.08 75.3865 6644.88 75.9157 6608.71 75.3585 6535.66 60.2466 6457.77 58.6652 NA NA NA NA
6281.34 58.2074 3961.87 27.4429 6319.79 57.4131 6412.99 58.2003 6497.37 59.9389 6559.37 61.3327 5840.54 43.1441 6553.43 61.1468 6525.56 59.842 6682 91.1709 NA NA NA NA
5642.05 42.3465 6530.34 60.3651 5878.24 43.5494 2267.99 14.7343 6226.16 56.664 6642.4 75.9131 4143.02 29.1622 5879.19 43.5426 6608.71 75.3585 1842.3 13.4057 NA NA NA NA
2267.13 14.3885 5964.01 43.5507 6479.64 58.7285 6407.82 57.9215 5579 42.1693 6647.63 90.8407 6287.69 57.1692 2034.35 14.0221 6553.43 61.1468 6573.01 61.3726 NA NA NA NA
3963.78 27.7887 4232.87 30.5549 6639.37 76.2533 6319.79 57.4131 6412.99 58.2003 6667.93 92.1609 6248.22 57.0648 6644.88 75.9157 5879.19 43.5426 6535.66 60.2466 NA NA NA NA
1695.85 13.0544 6446.39 58.6265 6145.18 56.1165 5878.24 43.5494 2267.99 14.7343 4242.71 31.8063 6642.08 75.3865 5840.54 43.1441 2034.35 14.0221 6525.56 59.842 NA NA NA NA
5812.5 43.72 6566.05 73.7203 6061.74 46.1948 6479.64 58.7285 6407.82 57.9215 6450.4 58.3127 6559.37 61.3327 4143.02 29.1622 6644.88 75.9157 6608.71 75.3585 NA NA NA NA
6542.21 60.4038 6452.14 58.7241 4242.06 31.4605 6145.18 56.1165 6319.79 57.4131 4041.38 28.8151 6642.4 75.9131 6287.69 57.1692 5840.54 43.1441 6553.43 61.1468 NA NA NA NA
0 0 5781.75 42.1772 6544.87 60.9594 6061.74 46.1948 5878.24 43.5494 6226.16 56.664 6647.63 90.8407 6248.22 57.0648 4143.02 29.1622 5879.19 43.5426 NA NA NA NA
4114.88 28.8163 6052.65 45.2892 6692.32 107.173 4242.06 31.4605 6479.64 58.7285 5579 42.1693 4242.71 31.8063 6642.08 75.3865 6287.69 57.1692 2034.35 14.0221 NA NA NA NA
6434.07 58.4383 5416.76 41.9627 6228.06 56.8269 6544.87 60.9594 6145.18 56.1165 6412.99 58.2003 6450.4 58.3127 6559.37 61.3327 6248.22 57.0648 6644.88 75.9157 NA NA NA NA
5714.09 43.1712 6343.74 58.2242 6663.75 91.1551 6692.32 107.173 6061.74 46.1948 2267.99 14.7343 4041.38 28.8151 6642.4 75.9131 6642.08 75.3865 5840.54 43.1441 NA NA NA NA
6619.36 104.025 6374.21 58.2902 6543.54 60.9569 6228.06 56.8269 4242.06 31.4605 6407.82 57.9215 6226.16 56.664 4242.71 31.8063 6559.37 61.3327 4143.02 29.1622 NA NA NA NA
NA NA 5801.18 43.25 3961.87 27.4429 6663.75 91.1551 6544.87 60.9594 6319.79 57.4131 5579 42.1693 6450.4 58.3127 6642.4 75.9131 6287.69 57.1692 NA NA NA NA
NA NA 6281.34 58.2074 6530.34 60.3651 6543.54 60.9569 6692.32 107.173 6479.64 58.7285 6412.99 58.2003 4041.38 28.8151 4242.71 31.8063 6248.22 57.0648 NA NA NA NA
NA NA 2267.13 14.3885 5964.01 43.5507 3961.87 27.4429 6228.06 56.8269 6145.18 56.1165 2267.99 14.7343 6226.16 56.664 6450.4 58.3127 6642.08 75.3865 NA NA NA NA
NA NA 3963.78 27.7887 4232.87 30.5549 6530.34 60.3651 6663.75 91.1551 6061.74 46.1948 6407.82 57.9215 5579 42.1693 4041.38 28.8151 6559.37 61.3327 NA NA NA NA
NA NA 1695.85 13.0544 6566.05 73.7203 5964.01 43.5507 6543.54 60.9569 4242.06 31.4605 6319.79 57.4131 6412.99 58.2003 6226.16 56.664 6642.4 75.9131 NA NA NA NA
NA NA 6542.21 60.4038 6452.14 58.7241 4232.87 30.5549 3961.87 27.4429 6544.87 60.9594 6479.64 58.7285 2267.99 14.7343 5579 42.1693 4242.71 31.8063 NA NA NA NA
NA NA 0 0 5781.75 42.1772 6566.05 73.7203 6530.34 60.3651 6692.32 107.173 6145.18 56.1165 6407.82 57.9215 6412.99 58.2003 6450.4 58.3127 NA NA NA NA
NA NA 4114.88 28.8163 6052.65 45.2892 6452.14 58.7241 5964.01 43.5507 6228.06 56.8269 6061.74 46.1948 6319.79 57.4131 2267.99 14.7343 4041.38 28.8151 NA NA NA NA
NA NA 6434.07 58.4383 5416.76 41.9627 5781.75 42.1772 4232.87 30.5549 6663.75 91.1551 4242.06 31.4605 6479.64 58.7285 6407.82 57.9215 6226.16 56.664 NA NA NA NA
NA NA NA NA 5801.18 43.25 6052.65 45.2892 6566.05 73.7203 6543.54 60.9569 6544.87 60.9594 6145.18 56.1165 6319.79 57.4131 6412.99 58.2003 NA NA NA NA
NA NA NA NA 2267.13 14.3885 5416.76 41.9627 6452.14 58.7241 3961.87 27.4429 6228.06 56.8269 6061.74 46.1948 6479.64 58.7285 2267.99 14.7343 NA NA NA NA
NA NA NA NA 3963.78 27.7887 5801.18 43.25 5781.75 42.1772 5964.01 43.5507 6663.75 91.1551 4242.06 31.4605 6061.74 46.1948 6407.82 57.9215 NA NA NA NA
NA NA NA NA 1695.85 13.0544 2267.13 14.3885 6052.65 45.2892 4232.87 30.5549 6543.54 60.9569 6544.87 60.9594 4242.06 31.4605 6319.79 57.4131 NA NA NA NA
NA NA NA NA 6542.21 60.4038 3963.78 27.7887 5416.76 41.9627 6566.05 73.7203 3961.87 27.4429 6228.06 56.8269 6544.87 60.9594 6479.64 58.7285 NA NA NA NA
NA NA NA NA 0 0 1695.85 13.0544 2267.13 14.3885 6452.14 58.7241 5964.01 43.5507 6543.54 60.9569 6228.06 56.8269 6061.74 46.1948 NA NA NA NA
NA NA NA NA 4114.88 28.8163 6542.21 60.4038 3963.78 27.7887 5781.75 42.1772 4232.87 30.5549 3961.87 27.4429 6543.54 60.9569 4242.06 31.4605 NA NA NA NA
NA NA NA NA NA NA 0 0 1695.85 13.0544 6052.65 45.2892 6452.14 58.7241 5964.01 43.5507 3961.87 27.4429 6544.87 60.9594 NA NA NA NA
NA NA NA NA NA NA 4114.88 28.8163 6542.21 60.4038 5416.76 41.9627 5781.75 42.1772 4232.87 30.5549 5964.01 43.5507 6228.06 56.8269 NA NA NA NA
NA NA NA NA NA NA NA NA 0 0 2267.13 14.3885 6052.65 45.2892 5781.75 42.1772 4232.87 30.5549 6543.54 60.9569 NA NA NA NA
NA NA NA NA NA NA NA NA 4114.88 28.8163 3963.78 27.7887 5416.76 41.9627 6052.65 45.2892 5781.75 42.1772 3961.87 27.4429 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 1695.85 13.0544 2267.13 14.3885 5416.76 41.9627 6052.65 45.2892 5964.01 43.5507 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 6542.21 60.4038 3963.78 27.7887 2267.13 14.3885 5416.76 41.9627 4232.87 30.5549 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 0 0 1695.85 13.0544 3963.78 27.7887 2267.13 14.3885 5781.75 42.1772 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA 4114.88 28.8163 6542.21 60.4038 1695.85 13.0544 3963.78 27.7887 6052.65 45.2892 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA 0 0 6542.21 60.4038 1695.85 13.0544 5416.76 41.9627 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA 4114.88 28.8163 0 0 6542.21 60.4038 2267.13 14.3885 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4114.88 28.8163 0 0 3963.78 27.7887 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4114.88 28.8163 1695.85 13.0544 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6542.21 60.4038 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4114.88 28.8163 NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
