ie,davis_class_any,davis_class_code,mean_ie_lu_price,med_ie_lu_price,sd_ie_lu_price,count_ie_lu_price
484,alfalfa,1,4903.0762,4903.0762,,1
484,fallow,5,6876.4102,6876.4102,,1
484,pasture,11,3634.7766,3634.7766,,1
484,truck crops,14,5010.8657,4414.3369,4875.1104,4
485,fallow,5,6876.4102,6876.4102,,1
485,truck crops,14,4.0282454,4.0282454,,1
486,alfalfa,1,11441.262,11441.262,,1
486,fallow,5,16525.516,16525.516,4092.7153,2
486,grain,7,13166.941,6001.9653,13262.895,3
486,orchard,9,21526.723,23401.588,6469.5718,3
486,vineyard,15,25611.004,25611.004,,1
487,alfalfa,1,3952.0562,3952.0562,,1
487,grain,7,6001.9653,6001.9653,,1
487,orchard,9,61437.922,61437.922,69438.281,2
487,vineyard,15,28064.021,28064.021,,1
488,alfalfa,1,7285.5713,7689.2998,3531.2014,4
488,fallow,5,23849.924,23849.924,,1
488,grain,7,4966.2925,4966.2925,,1
488,orchard,9,13329.795,9850.4531,7120.2031,3
488,other,10,888200.56,888200.56,,1
488,truck crops,14,211095.5,211095.5,181058.28,2
488,vineyard,15,40951.191,40951.191,45778.176,2
489,alfalfa,1,11509.09,7888.7212,6293.5762,3
489,fallow,5,5692.3252,5692.3252,,1
489,grain,7,6741.3906,6741.3906,2643.4797,2
489,orchard,9,14500.976,14500.976,,1
489,vineyard,15,15350.344,12591.737,8380.6904,4
490,alfalfa,1,6601.0928,6601.0928,1471.8058,2
490,grain,7,9633.6113,9633.6113,935.88,2
491,grain,7,9518.9346,9518.9346,,1
491,vineyard,15,11153.324,11153.324,,1
492,alfalfa,1,10404.839,9608.9297,2736.311,6
492,developed,4,229011.98,229011.98,,1
492,grain,7,124734.41,14168.817,224386.19,4
492,pasture,11,7585.9624,6863.377,2127.0383,3
493,alfalfa,1,10480.482,10480.482,,1
493,grain,7,10800.147,10800.147,,1
493,pasture,11,6945.7329,6945.7329,,1
493,wetland,16,2078.6394,2078.6394,,1
494,alfalfa,1,21379.367,20663.66,9914.6641,3
494,grain,7,10733.362,11503.792,3982.959,4
494,pasture,11,22985.855,22985.855,,1
494,vineyard,15,22569.947,22569.947,,1
495,alfalfa,1,18801.525,18801.525,,1
495,fallow,5,29478.422,29478.422,8452.3613,2
495,grain,7,16995.133,16995.133,,1
495,pasture,11,9807.4639,9807.4639,7301.3804,2
495,vineyard,15,63951.766,69676.695,40419.883,3
495,wetland,16,4302.4727,4302.4727,,1
496,pasture,11,1895.8149,1895.8149,,1
496,wetland,16,6008.3296,6008.3296,,1
497,pasture,11,3997.6782,3782.9924,487.38977,3
498,pasture,11,2787.2407,2787.2407,,1
499,alfalfa,1,10095.634,10095.634,,1
499,pasture,11,4105.8398,2822.376,4412.9712,9
500,fallow,5,148789.02,148789.02,,1
500,grain,7,4664.5303,4664.5303,,1
500,pasture,11,3850.145,3850.145,396.02243,2
501,grain,7,6906.8354,6906.8354,,1
502,alfalfa,1,55219.23,55219.23,,1
502,grain,7,8730.5352,8735.3955,3669.5012,4
502,orchard,9,14023.467,14023.467,9016.9092,2
502,vineyard,15,11174.417,11174.417,,1
503,alfalfa,1,8284.2227,8284.2227,,1
503,developed,4,116059.34,116059.34,22812.967,2
503,fallow,5,207675.31,303738.28,174519.84,3
503,grain,7,10807.567,7999.6611,7715.7158,7
503,orchard,9,59666.035,18479.578,90690.516,4
503,truck crops,14,1178106,1178106,1577052.1,2
503,vineyard,15,33951.477,15117.498,40817.066,4
504,grain,7,7693.8164,7761.7686,1876.4645,6
504,orchard,9,10379.554,10379.554,,1
504,truck crops,14,7941.9072,7941.9072,,1
506,alfalfa,1,15633.721,14413.519,5619.332,7
506,fallow,5,303885.5,12972.953,508789.53,3
506,grain,7,6888.5098,6162.5728,6751.4106,4
506,vineyard,15,13187.521,8681.5566,11034.082,6
506,wetland,16,12530.441,12530.441,,1
508,alfalfa,1,7515.7827,7515.7827,,1
508,vineyard,15,5737.0518,5737.0518,,1
509,fallow,5,29120.324,29120.324,,1
509,grain,7,459559.69,459559.69,614282.25,2
509,vineyard,15,24517.514,19875.762,18591.512,14
510,grain,7,6500.1147,6500.1147,,1
511,pasture,11,12772.258,12579.643,2830.4639,4
511,vineyard,15,38550.219,34507.859,27877.166,7
512,alfalfa,1,29051.367,18962.738,31120.867,10
512,grain,7,19442.445,13994.846,21859.094,8
512,orchard,9,9865.5938,9865.5938,8563.2822,2
512,pasture,11,32833.262,17684.055,46200.168,15
512,vineyard,15,27344.828,30780.52,13753.211,4
512,wetland,16,1032.8119,1032.8119,,1
513,fallow,5,9809.7031,9809.7031,,1
513,grain,7,20130.256,20130.256,,1
513,orchard,9,92204.055,92204.055,109545.13,2
513,vineyard,15,58853.234,49825.926,39856.934,16
514,orchard,9,63535.258,63535.258,,1
514,vineyard,15,41896.125,34414.93,19507.988,29
515,alfalfa,1,36863.891,36863.891,,1
515,fallow,5,28356.48,28356.48,,1
515,grain,7,9029.7129,9029.7129,,1
515,orchard,9,45933.523,30513.742,50133.953,3
515,pasture,11,39934.344,39586.094,14961.044,7
515,vineyard,15,48947.313,31887.414,55138.965,19
516,alfalfa,1,15273.271,15273.271,,1
516,grain,7,11128.396,11128.396,,1
516,orchard,9,537.53229,537.53229,,1
516,pasture,11,20267.031,16591.811,13873.926,31
516,vineyard,15,24051.068,24051.068,,1
517,pasture,11,14320.35,4872.4204,18491.613,21
518,pasture,11,16325.328,18181.818,9357.6631,5
519,pasture,11,7202.5991,8599.4326,4268.689,7
520,alfalfa,1,23173.119,23173.119,,1
520,grain,7,11053.83,11053.83,,1
521,alfalfa,1,12228.595,12228.595,8279.3047,2
521,orchard,9,288575.81,288575.81,367819.88,2
521,tomato,13,50637.211,50637.211,,1
521,vineyard,15,33549.836,29675.223,21445.396,17
522,grain,7,22176.422,22176.422,,1
522,pasture,11,147349.91,147349.91,,1
522,vineyard,15,27755.578,26285.094,15342.344,10
523,alfalfa,1,23965.674,23965.674,,1
523,grain,7,111628.72,111628.72,,1
523,orchard,9,13696.129,13696.129,,1
523,pasture,11,49835.465,49835.465,4237.4038,2
523,vineyard,15,43920.738,34519.727,36197.027,25
524,alfalfa,1,19251.326,19251.326,2053.7778,2
524,orchard,9,28979.967,24327.967,17043.375,6
524,pasture,11,32501.734,33890.477,14714.879,9
524,vineyard,15,58310.559,36936.883,41152.148,3
525,orchard,9,14479.549,14479.549,19716.988,2
525,pasture,11,24581.52,19779.27,22939.758,28
525,vineyard,15,24131.582,26739.947,7645.1724,3
526,pasture,11,16718.691,15658.633,11250.081,12
526,vineyard,15,26925.648,26925.648,30030.467,2
527,pasture,11,80441.086,11525.563,214891.64,11
528,pasture,11,9008.4629,9174.792,3374.7271,4
529,forest,6,9600.1836,7276.6133,5407.0581,3
529,native vegetation,8,2023.8745,2023.8745,,1
529,pasture,11,11478.624,9094.5742,6931.4927,3
530,pasture,11,29395.637,7164.5405,101959.79,33
531,forest,6,5966.5894,4743.7441,5432.2397,3
531,native vegetation,8,1439.7367,1439.7367,,1
531,pasture,11,10024.312,10024.312,11107.438,2
532,forest,6,20066.889,20066.889,,1
532,native vegetation,8,10068.911,10068.911,,1
532,pasture,11,6545.5791,5816.8535,3078.4507,6
533,alfalfa,1,18801.525,18801.525,,1
533,pasture,11,2424.8381,1148.7441,2955.9561,3
533,wetland,16,5766.5229,5766.5229,7923.8643,2
535,pasture,11,3125.72,3125.72,,1
536,grain,7,3311.4009,3333.3333,1106.8055,5
536,pasture,11,4030.7588,4030.7588,1434.3502,2
537,pasture,11,3803.6294,3803.6294,461.80545,2
539,alfalfa,1,7644.8516,7644.8516,4313.3125,2
539,fallow,5,56341.512,56341.512,,1
540,alfalfa,1,11882.985,12049.48,9167.7373,3
540,developed,4,39447.98,39447.98,14685.132,2
540,grain,7,11633.403,11633.403,7586.3428,2
540,pasture,11,343.97708,343.97708,,1
540,truck crops,14,296718.47,296718.47,419048.5,2
541,alfalfa,1,14598.695,14598.695,14147.532,2
541,grain,7,22048.027,7449.5752,42925.902,18
541,tomato,13,3954.9509,3954.9509,,1
542,grain,7,6924.4521,6924.4521,,1
543,grain,7,8488.5762,8488.5762,585.01276,2
544,alfalfa,1,11631.541,11631.541,16322.256,2
544,grain,7,3624.6086,3624.6086,5107.7778,2
545,alfalfa,1,89.963379,89.963379,,1
545,other,10,5108.1304,5108.1304,,1
546,alfalfa,1,41125.543,41125.543,,1
546,grain,7,17877.484,17877.484,24840.902,2
546,orchard,9,39440.18,43493.379,15526.018,6
546,pasture,11,33399.137,34444.453,20733.082,5
546,tomato,13,36001.559,36001.559,12312.525,2
546,vineyard,15,58856.008,41738.883,42529.168,8
547,alfalfa,1,5160.0728,5160.0728,,1
547,grain,7,17405.303,17405.303,,1
547,orchard,9,26765.76,25619.904,15253.596,12
547,pasture,11,35733.813,35733.813,17082.059,2
547,vineyard,15,26081.107,23314.045,18816.195,12
548,alfalfa,1,2688.8853,2688.8853,53.193211,2
548,grain,7,23957.375,23957.375,9266.0313,2
548,orchard,9,20733.316,17786.824,17782.316,5
548,pasture,11,21360.393,17746.072,18928.152,12
548,vineyard,15,12400.859,13227.514,8949.5303,5
549,alfalfa,1,14572.642,14572.642,,1
549,orchard,9,23940.922,23940.922,23431.891,2
549,pasture,11,13432.947,8991.084,19011.598,25
549,vineyard,15,21305.941,21305.941,12632.369,2
550,orchard,9,10601.292,10601.292,,1
550,pasture,11,6715.5078,6032.7266,5001.3369,18
556,alfalfa,1,41299.82,41299.82,,1
557,alfalfa,1,28480.859,28480.859,18128.748,2
557,developed,4,74636.063,74636.063,,1
558,alfalfa,1,3237.6367,3143.4646,1324.7014,3
558,pasture,11,3111.1414,3111.1414,,1
558,wetland,16,972.64063,972.64063,,1
559,fallow,5,10116.186,10116.186,,1
560,grain,7,9459.4648,13588.672,7867.8638,3
561,grain,7,6105.6992,6105.6992,7693.3481,2
564,orchard,9,31684.084,22981.955,18805.039,5
564,pasture,11,31336.416,31336.416,,1
564,vineyard,15,22523.9,22523.9,,1
565,grain,7,13110.161,13110.161,,1
565,orchard,9,28809.008,23217.488,22716.09,16
565,truck crops,14,26426.387,26426.387,,1
566,grain,7,20397.816,20397.816,,1
566,orchard,9,29775.885,15252.008,38945.641,25
566,pasture,11,5574.7803,5574.7803,,1
567,fallow,5,12078.63,12078.63,,1
567,grain,7,6275.9736,6275.9736,,1
567,orchard,9,26547.918,26547.918,4593.7041,2
567,pasture,11,11932.914,8880.25,10057.136,8
568,orchard,9,15905.386,15494.664,9982.6807,4
568,pasture,11,6826.8735,3070.5903,7431.5337,18
572,developed,4,92770.359,92770.359,14976.118,2
573,alfalfa,1,26116.793,26116.793,13275.876,2
573,fallow,5,8390.791,8390.791,,1
573,pasture,11,2079.0132,2079.0132,1459.6495,2
573,wetland,16,107000.23,107000.23,,1
574,fallow,5,14580.432,14580.432,1387.7336,2
574,other,10,3926.7773,3926.7773,,1
574,pasture,11,51201.461,45691.594,40158.371,6
575,alfalfa,1,20238.615,6668.9766,26624.615,3
575,developed,4,111634.27,73838.609,83922.391,5
575,grain,7,26018.549,24053.201,10055.554,5
575,pasture,11,54192.363,43015.977,28504.457,3
575,tomato,13,28706.016,28706.016,7327.2822,2
575,vineyard,15,55650.5,34242.219,49214.543,3
576,alfalfa,1,38366.871,29176.682,40711.711,5
576,fallow,5,36834.309,40459.539,30371.416,7
576,grain,7,9363.4629,7411.0879,8856.3545,3
576,pasture,11,58551.742,55849.82,25980.596,17
576,truck crops,14,24518.273,24518.273,6993.5581,2
576,vineyard,15,45790.273,36000.031,24833.063,4
577,grain,7,8359.9053,8359.9053,1341.8304,2
578,alfalfa,1,47265.008,47265.008,,1
578,grain,7,22375.215,20250.438,9550.9717,12
578,orchard,9,30464.645,30464.645,4779.8101,2
578,pasture,11,54014.742,34918.629,38446.32,7
578,tomato,13,25701.967,25701.967,,1
578,vineyard,15,35310.004,24031.305,37265.711,4
578,wetland,16,48965.18,48965.18,,1
579,grain,7,3374.2598,3374.2598,3650.2529,2
580,grain,7,12653.72,14745.458,4119.9897,3
580,tomato,13,9441.9053,9441.9053,,1
581,alfalfa,1,21081.363,21081.363,7940.6694,2
581,developed,4,622.78455,622.78455,,1
581,fallow,5,20000,20000,,1
581,grain,7,12425.287,12425.287,2795.731,2
581,pasture,11,21294.85,21539.756,4177.1763,3
581,tomato,13,16083.225,16083.225,8974.4443,2
582,alfalfa,1,16684.869,21079.592,13677.015,3
582,grain,7,42894.871,42894.871,5665.312,2
582,orchard,9,34658.273,31767.629,17501.479,3
582,pasture,11,58988.566,58988.566,,1
582,tomato,13,26803.408,22429.115,10460.727,3
583,orchard,9,61745.406,61745.406,42277.48,2
583,tomato,13,18329.805,18329.805,1287.0186,2
584,orchard,9,29393.455,31001.867,12291.947,7
584,tomato,13,4752.7056,4752.7056,,1
584,truck crops,14,21180.57,21180.57,,1
585,grain,7,5765.5986,5765.5986,,1
585,orchard,9,12762.014,10632.177,11689.994,6
585,pasture,11,9692.4844,9692.4844,1870.932,2
586,orchard,9,14201.482,12333.071,8007.3232,3
586,pasture,11,12015.778,13816.623,6518.5767,4
586,vineyard,15,11187.471,11187.471,1706.578,2
587,pasture,11,3406.6907,1881.6506,4062.4856,8
588,alfalfa,1,30970.459,35517.961,20485.318,4
588,developed,4,43478.262,43478.262,,1
588,grain,7,27324.32,26831.957,6330.5708,4
588,orchard,9,2657.2041,2657.2041,,1
588,pasture,11,58130.887,45852.594,37725.563,13
588,vineyard,15,113636.37,113636.37,,1
589,alfalfa,1,5641.1479,5641.1479,7303.7231,2
589,grain,7,8701.9424,8701.9424,,1
589,other,10,5827.3765,5827.3765,,1
590,alfalfa,1,12549.515,11041.86,8712.332,6
590,grain,7,10048.68,9823.3281,4714.5713,5
590,tomato,13,14933.387,12434.593,7516.415,5
590,vineyard,15,21331.691,21331.691,,1
591,alfalfa,1,26696.266,26696.266,,1
591,fallow,5,1369.8302,1369.8302,,1
591,grain,7,15551.175,14202.122,7685.4575,4
591,other,10,41719.969,41719.969,,1
591,pasture,11,29113.555,29113.555,,1
592,alfalfa,1,45768.563,45768.563,,1
592,developed,4,185714.64,185714.64,,1
592,grain,7,30487.803,30487.803,,1
592,orchard,9,38329.266,40630.289,9044.1807,3
592,vineyard,15,26519.518,26519.518,36972.039,2
593,alfalfa,1,16366.309,16366.309,18530.064,2
593,grain,7,26388.504,34934.023,21122.598,3
593,orchard,9,77295.391,32237.77,184472.16,20
593,vineyard,15,42536.422,42536.422,8606.8232,2
594,alfalfa,1,17829.504,17829.504,6842.5957,2
594,grain,7,14364.223,14118.229,426.12708,3
594,orchard,9,29749.246,29749.246,14177.132,2
594,vineyard,15,25832.047,25832.047,,1
595,alfalfa,1,24531.031,24531.031,2634.7944,2
595,fallow,5,32098.482,32098.482,,1
595,grain,7,64928.727,64928.727,91196.859,2
595,orchard,9,21846.414,19543.873,12770.986,14
595,rice,12,18759.307,18759.307,,1
595,tomato,13,31089.617,31089.617,,1
595,vineyard,15,25832.047,25832.047,,1
596,alfalfa,1,25951.236,25951.236,13112.375,2
596,grain,7,25224.213,20040.402,13267.191,5
596,orchard,9,31579.756,31707.955,18575.057,6
596,pasture,11,12063.764,12063.764,2079.6045,2
596,truck crops,14,21620.643,21620.643,,1
596,vineyard,15,24036.652,24036.652,,1
597,developed,4,232672.25,232672.25,,1
597,pasture,11,238692.92,16453.18,595230,7
599,alfalfa,1,35078.539,35078.539,13004.561,2
599,developed,4,164454.98,164454.98,,1
599,grain,7,15802.137,20116.279,9022.4004,5
599,orchard,9,43754.145,33211.852,39180.852,27
599,pasture,11,271168.63,271168.63,,1
599,tomato,13,3095.9482,3095.9482,,1
599,vineyard,15,24837.523,24837.523,4472.416,2
600,alfalfa,1,24364.877,25344.027,8593.9727,6
600,grain,7,22228.266,21061.871,6538.3813,8
600,orchard,9,36472.859,30813.727,20310.195,8
600,pasture,11,21285.023,21285.023,2507.6797,2
600,rice,12,43148.484,43148.484,,1
601,alfalfa,1,33193.648,28369.004,12384.833,7
601,fallow,5,29190.23,29190.23,13181.946,2
601,grain,7,15166.375,14228.945,1893.4921,3
601,orchard,9,40610.676,35211.559,20064.879,4
601,pasture,11,19849.732,18452.289,11453.63,11
601,rice,12,18444.904,15520.949,5927.1108,4
602,pasture,11,38544.664,29086.211,40368.875,4
603,pasture,11,1453.5809,1453.5809,,1
604,grain,7,10757.514,12797.77,3988.25,3
604,pasture,11,17140.344,17116.219,10760.818,8
605,alfalfa,1,13264.462,13264.462,,1
605,developed,4,3059.3828,3059.3828,,1
605,grain,7,12184.09,12184.09,867.87347,2
605,pasture,11,313717.69,27377.521,505400.31,3
605,vineyard,15,13564.792,13564.792,,1
606,alfalfa,1,23524.266,18486.768,23645.105,10
606,developed,4,232190.16,232190.16,,1
606,grain,7,27587.744,13574.361,39845.945,7
606,pasture,11,22170.408,22170.408,,1
606,truck crops,14,15059.345,15059.345,,1
607,alfalfa,1,27767.049,13183.566,34342.277,15
607,fallow,5,23723.828,23723.828,,1
607,grain,7,47703.73,18288.199,81734.5,12
607,orchard,9,6230.1426,6230.1426,,1
607,truck crops,14,59601.824,59601.824,64509.41,2
608,alfalfa,1,14693.985,8268.0791,17778.902,4
608,grain,7,6398.1162,6398.1162,3479.3481,2
608,tomato,13,11607.394,11607.394,,1
609,grain,7,9985.0049,10727.846,9470.875,3
609,pasture,11,11592.926,11592.926,,1
609,truck crops,14,14771.728,14771.728,,1
610,alfalfa,1,924958.31,39475.168,1534735.4,3
610,grain,7,25374.279,28101.863,14578.195,4
610,orchard,9,26980.484,17677.363,32557.34,12
610,vineyard,15,983.33331,983.33331,,1
611,alfalfa,1,38087.449,38087.449,,1
611,developed,4,55706.266,55706.266,,1
611,grain,7,39351.66,39351.66,17889.631,2
611,orchard,9,46621.531,33513.602,46810.219,14
611,pasture,11,24343.598,24343.598,,1
611,vineyard,15,32372.623,32372.623,2806.6035,2
612,citrus and olives,2,16995.375,16995.375,,1
612,grain,7,28417.986,28417.986,,1
612,orchard,9,28031.188,26821.299,18435.053,26
612,pasture,11,33963.125,33963.125,,1
612,vineyard,15,31762.445,31762.445,13104.942,2
613,alfalfa,1,37454.434,37454.434,,1
613,grain,7,28784.344,29941.398,6934.5479,6
613,orchard,9,50978.363,41405.07,55244.371,29
613,pasture,11,34035.199,34035.199,9412.1836,2
614,alfalfa,1,25890.521,28717.443,10696.953,11
614,grain,7,17345.713,17345.713,,1
614,orchard,9,36570.473,34296.984,20723.869,18
614,pasture,11,32336.014,29372.395,16206.395,15
614,rice,12,16524.166,16524.166,1652.1046,2
614,truck crops,14,24023.609,24023.609,8444.584,2
614,vineyard,15,35985.836,35985.836,,1
615,orchard,9,95551.891,47821.281,108910.05,3
615,pasture,11,25277.926,22308.145,20804.559,9
616,pasture,11,20243.008,9424.2881,26680.27,3
617,pasture,11,6059.8354,7906.9888,4754.7793,5
618,developed,4,95422.469,95422.469,126341.2,2
618,grain,7,142616.52,142616.52,,1
618,pasture,11,18954.418,22430.438,11802.074,8
619,alfalfa,1,49696.586,25353.891,54384.855,4
619,developed,4,34250.813,34250.813,,1
619,fallow,5,22963.324,22676.375,14478.312,6
619,truck crops,14,914.97736,914.97736,,1
620,alfalfa,1,26021.611,26021.611,32465.49,2
620,fallow,5,25997.58,25997.58,,1
620,grain,7,26839.49,26839.49,31504.645,2
620,orchard,9,99007.984,99007.984,,1
621,alfalfa,1,28136.992,18698.465,30621.748,6
621,fallow,5,15459.288,15459.288,,1
621,grain,7,17257.662,9399.4453,10844.778,7
621,orchard,9,21809.246,26335.41,8768.21,5
621,tomato,13,13030.147,13030.147,,1
622,fallow,5,28260.082,25176.232,9063.7939,3
622,orchard,9,28285.271,28285.271,,1
622,pasture,11,178476.58,18452.32,280935.63,3
623,grain,7,16829.604,14207.789,13118.459,7
623,orchard,9,35189.797,34985.91,16684.264,6
623,pasture,11,11787.218,10184.17,6307.6021,6
623,vineyard,15,26637.246,26637.246,,1
624,grain,7,6662.8745,3525.0444,6630.7041,4
624,orchard,9,26168.064,29518.619,10492.532,5
624,pasture,11,21888.639,13330.881,25524.854,4
624,tomato,13,13015.253,13015.253,,1
625,alfalfa,1,16034.323,16034.323,22225.893,2
625,fallow,5,14320.59,14320.59,17003.994,2
625,grain,7,30657.385,37415.273,22128.98,3
625,orchard,9,23666.15,15208.867,19602.566,5
625,pasture,11,6613.2964,6613.2964,,1
625,tomato,13,13938.857,13938.857,,1
626,alfalfa,1,66218.258,84317.281,53247.105,3
626,grain,7,17060.078,13456.019,18956.248,3
626,orchard,9,20660.436,20660.436,1762.1736,2
627,alfalfa,1,26639.953,26639.953,,1
627,grain,7,1273.4319,1273.4319,,1
627,orchard,9,49321.547,34975.82,47573.371,9
628,alfalfa,1,25476.834,25476.834,29292.398,2
628,developed,4,284126.59,284126.59,,1
628,grain,7,37951.707,34768.508,10601.753,3
628,orchard,9,44793.746,40086.629,18868.268,16
629,alfalfa,1,49876.375,49876.375,31502.146,2
629,developed,4,155601.66,155601.66,,1
629,orchard,9,26358.031,26057.967,6976.6392,5
630,alfalfa,1,23608.352,26473.023,5756.3398,5
630,developed,4,32794.055,32794.055,,1
630,grain,7,17723.025,17723.025,,1
630,orchard,9,34057.926,34057.926,,1
630,pasture,11,30174.549,28778.07,18371.063,9
630,truck crops,14,26549.609,26549.609,,1
630,vineyard,15,24801.588,24801.588,,1
631,orchard,9,57108.957,31348.893,49180.785,6
631,pasture,11,24565.643,16664.131,34866.48,6
631,wetland,16,4677.3564,4677.3564,,1
632,pasture,11,23975.807,21666.641,16405.658,6
633,pasture,11,20207.898,20207.898,23.607975,2
634,alfalfa,1,36470.055,36470.055,,1
634,grain,7,13374.877,13374.877,2536.4397,2
634,orchard,9,15229.453,17190.822,10731.282,7
634,pasture,11,18926.732,11276.443,18211.393,3
634,tomato,13,19811.018,19811.018,710.09814,2
635,alfalfa,1,12521.704,18173.564,10294.455,3
635,grain,7,12957.037,12957.037,10676.122,2
635,orchard,9,10289.404,11085.451,9736.8975,3
635,pasture,11,35304.348,35304.348,,1
636,alfalfa,1,23204.906,23204.906,,1
636,grain,7,27005.793,21037.629,21407.557,3
636,orchard,9,35230.063,38495.824,7732.4907,3
636,other,10,625,625,,1
637,alfalfa,1,24778.857,28659.008,14125.986,4
637,grain,7,22895.803,26185.734,14081.989,5
637,orchard,9,44420.203,35270.66,34031.859,47
637,vineyard,15,1131.1998,1131.1998,,1
638,orchard,9,31511.254,31511.254,,1
639,alfalfa,1,58240.695,30070.754,67840.68,6
639,fallow,5,26138.502,26138.502,,1
639,grain,7,21626.785,21626.785,,1
639,orchard,9,32739.893,25879.77,22704.377,3
639,truck crops,14,46247.52,46247.52,,1
640,alfalfa,1,27743.352,24554.307,7990.6938,7
640,grain,7,64025.68,64025.68,11760.553,2
640,orchard,9,14999.74,14002.346,5166.375,4
640,pasture,11,19927.074,14932.458,9799.2139,7
640,truck crops,14,32282.859,32282.859,2033.436,2
641,orchard,9,11563.319,11563.319,15002.443,2
641,pasture,11,21624.402,21624.402,,1
642,orchard,9,10716.913,10930.61,10484.157,3
642,pasture,11,35236.941,23567.352,38605.758,7
643,pasture,11,17082.766,17082.766,10970.112,2
644,grain,7,18437.975,18437.975,,1
644,orchard,9,25942.037,11372.795,21430.203,5
644,pasture,11,11886.603,11886.603,,1
644,tomato,13,16821.738,23249.408,12126.331,3
644,vineyard,15,25432.1,25432.1,,1
645,alfalfa,1,7023.0313,7023.0313,3693.7742,2
645,grain,7,36007.293,36007.293,,1
645,orchard,9,13727.979,14525.504,6280.6968,4
645,tomato,13,11444.584,11444.584,,1
646,grain,7,28405.336,28405.336,10750.792,2
646,orchard,9,17064.09,13987.605,13304.789,4
647,orchard,9,28352.457,30330.871,14275.352,6
648,alfalfa,1,44261.418,34043.094,20552.633,3
648,grain,7,18474.719,18474.719,10165.23,2
648,orchard,9,26741,25950.693,14641.583,17
648,pasture,11,13528.664,13528.664,,1
650,alfalfa,1,21106.125,21106.125,,1
650,developed,4,46709.945,46709.945,,1
650,orchard,9,33489.43,27056.68,19534.445,20
650,pasture,11,22079.344,21563.51,7539.7842,5
650,vineyard,15,30415.543,30415.543,,1
651,orchard,9,45151.09,45151.09,24893.477,2
652,grain,7,17843.02,17843.02,,1
652,orchard,9,30026.451,28662.422,4583.4678,3
653,orchard,9,22515.398,16475.703,16150.935,4
653,pasture,11,19473.699,21751.203,5966.3228,6
653,rice,12,18635.133,18635.133,,1
654,pasture,11,3277.7822,2418.969,2602.4705,3
655,pasture,11,2418.969,2418.969,,1
656,alfalfa,1,13857.811,15427.767,11321.437,3
656,developed,4,71921.219,71921.219,,1
656,orchard,9,37998.047,28380.879,35719.77,28
656,pasture,11,60214.152,18478.893,88361.93,5
656,vineyard,15,66555.75,41382.121,55658.012,3
657,grain,7,21478.467,21478.467,28718.568,2
657,orchard,9,21092.352,18501.928,15465.59,5
657,pasture,11,23352.508,22264.244,9989.2129,3
658,alfalfa,1,9332.7861,9332.7861,,1
658,pasture,11,8731.2822,8731.2822,7257.8955,2
659,pasture,11,54808.27,54808.27,74472.25,2
660,developed,4,20868.984,20868.984,,1
660,orchard,9,30217.979,28138.277,15297.613,5
660,pasture,11,1072.6803,1072.6803,,1
661,alfalfa,1,23311.516,21216.313,6898.7002,8
661,grain,7,17995.369,20244.256,8492.0244,6
661,orchard,9,34212.684,33436.215,13054.985,11
661,pasture,11,15165.585,15165.585,,1
661,tomato,13,19109.525,19109.525,2457.2927,2
661,truck crops,14,24569.621,24569.621,,1
662,alfalfa,1,841.9624,841.9624,,1
662,grain,7,28543.938,25138.207,11790.581,5
662,orchard,9,420760.78,33154.594,782082.25,4
663,alfalfa,1,23416.818,33427.313,19592.055,3
663,grain,7,31366.912,31366.912,5847.4775,2
663,orchard,9,31500.111,33079.008,11929.131,18
663,pasture,11,20850.906,20850.906,,1
664,alfalfa,1,62007.469,38666.828,48958.84,4
664,grain,7,33629.867,33629.867,12838.614,2
664,orchard,9,41259.633,40146.445,22896.73,30
664,truck crops,14,27069.221,27069.221,,1
664,vineyard,15,135261.41,135261.41,136719.25,2
664,wetland,16,54557.68,54557.68,,1
665,alfalfa,1,26236.354,24648.193,7737.0698,3
665,fallow,5,17769.578,17769.578,,1
665,grain,7,22798.277,22798.277,17357.908,2
665,native vegetation,8,32258.064,32258.064,,1
665,orchard,9,36520.219,35688.746,17069.09,31
665,pasture,11,139850.84,45790.227,168638.22,3
665,truck crops,14,33720.715,33720.715,,1
666,grain,7,35326.102,35326.102,,1
666,orchard,9,34337.141,29640.785,21984.213,16
666,pasture,11,27782.766,27782.766,,1
667,orchard,9,18958.004,18958.004,14679.475,2
667,pasture,11,26007.537,32502.137,15382.835,3
668,pasture,11,13480.109,10588.205,8324.4697,3
669,pasture,11,6118.7012,5730.6855,3619.0156,4
670,developed,4,23120.545,23120.545,,1
670,grain,7,372.28949,372.28949,,1
670,orchard,9,16036.139,14505.652,7764.3735,7
670,pasture,11,13204.59,8098.7368,10748.989,3
670,tomato,13,11052.152,11052.152,6092.6343,2
670,truck crops,14,11007.267,11007.267,,1
671,alfalfa,1,17399.9,19736.775,4553.0391,3
671,grain,7,22962.785,25782.695,10703.851,7
671,orchard,9,79905.641,25509.338,178002.44,13
671,pasture,11,6372.6978,7687.2793,4937.7471,3
671,tomato,13,20763.027,15574.055,12512.855,4
671,truck crops,14,15250.162,15250.162,3696.9788,2
672,alfalfa,1,208558.42,22909.822,374235.22,4
672,grain,7,22033.48,24113.816,12256.593,11
672,orchard,9,33218.98,33218.98,,1
672,other,10,27048.451,27048.451,,1
672,pasture,11,1516.1636,1516.1636,856.26111,2
673,alfalfa,1,22181.623,21569.105,10344.019,11
673,grain,7,27844.77,25649.273,7073.4136,13
