ie,davis_class_any,davis_class_code,mean_ie_lu_price,med_ie_lu_price,sd_ie_lu_price,count_ie_lu_price
673,orchard,9,24267.625,26712.777,14976.001,14
673,pasture,11,83661.125,83661.125,,1
673,vineyard,15,33295.699,33295.699,,1
674,alfalfa,1,35794.742,33061.707,7013.5493,3
674,cotton,3,27835.225,27835.225,,1
674,grain,7,32634.039,29242.133,15246.043,9
674,native vegetation,8,27082.379,27082.379,,1
674,orchard,9,33424.598,37324.727,18500.348,23
674,pasture,11,20578.199,20578.199,4719.9736,2
674,vineyard,15,48478.758,48478.758,,1
674,wetland,16,67338.086,67338.086,,1
675,alfalfa,1,20708.787,20999.092,3562.9028,3
675,grain,7,28403.732,26907.564,7483.312,7
675,orchard,9,36713.57,32099.957,21059.463,19
675,pasture,11,41209.914,46117.254,19716.17,4
675,truck crops,14,20808.887,20808.887,,1
675,vineyard,15,57007.242,54613.449,8675.1094,3
676,grain,7,9544.5508,9544.5508,,1
676,orchard,9,18404.438,9740.543,17127.738,6
676,pasture,11,19068.799,19272.82,8355.2842,4
677,orchard,9,13617.976,11119.671,8485.1318,5
677,pasture,11,21045.602,30435.738,17974.211,3
678,orchard,9,4558.7695,4558.7695,,1
678,pasture,11,10312.5,10312.5,,1
679,orchard,9,4558.7695,4558.7695,,1
679,pasture,11,6172.2954,7058.1318,4646.8853,3
680,alfalfa,1,12673.079,12673.079,,1
680,fallow,5,17859.805,17859.805,5751.0391,2
680,grain,7,12549.118,13569.572,4296.8193,5
680,orchard,9,42521.734,42521.734,12067.521,2
680,pasture,11,10226.342,10226.342,,1
680,tomato,13,13356.381,15574.739,5031.5737,3
681,alfalfa,1,12486.993,12486.993,,1
681,cotton,3,7108.5298,7108.5298,,1
681,grain,7,10384.012,13569.572,6679.3462,3
681,orchard,9,6676.6821,6676.6821,,1
682,grain,7,15557.672,15557.672,,1
682,pasture,11,4053.488,4053.488,5381.3281,2
683,grain,7,13921.438,13921.438,8670.2314,2
683,orchard,9,23685.418,23685.418,1905.6279,2
683,tomato,13,11546.142,11546.142,,1
684,alfalfa,1,19792.496,17468.785,7002.0767,4
684,grain,7,44166.805,25052.27,44425.781,11
685,alfalfa,1,47111.754,40188.266,27508.826,11
685,grain,7,29742.91,25587.279,22798.039,28
685,orchard,9,8051.5278,8503.3418,2739.0032,3
685,pasture,11,130265.88,130265.88,,1
686,alfalfa,1,37610.406,26602.027,24445.424,12
686,developed,4,40592.262,40592.262,,1
686,grain,7,32779.602,27939.719,16275.3,26
686,orchard,9,37772.332,35879.367,22928.531,15
686,pasture,11,22722.719,22722.719,7616.8799,2
686,truck crops,14,16799.732,16799.732,23015.941,2
686,vineyard,15,58073.93,67355.531,34729.484,3
687,alfalfa,1,26268.09,26268.09,10044.639,2
687,grain,7,26116.314,24586.629,10225.294,10
687,orchard,9,30053.236,21284.844,24645.254,23
687,pasture,11,52852.375,52852.375,11225.555,2
687,truck crops,14,19142.689,19142.689,,1
687,vineyard,15,45573.492,45573.492,,1
688,grain,7,10301.611,10301.611,2247.4658,2
688,orchard,9,12486.936,15848.986,7680.2271,6
688,pasture,11,11249.564,11249.564,,1
689,orchard,9,17557.555,18766.387,11550.57,5
690,orchard,9,12339.313,12339.313,17137.861,2
690,pasture,11,20690.117,18768.9,14384.062,8
691,pasture,11,7278.4502,7278.4502,,1
692,alfalfa,1,23484.102,23484.102,,1
692,cotton,3,4608.9429,4608.9429,,1
692,native vegetation,8,20620.629,20620.629,,1
692,orchard,9,10990.085,12824.295,7843.793,4
692,pasture,11,5495.5425,5495.5425,6888.8198,2
693,alfalfa,1,36691.031,33963.531,22608.055,3
693,cotton,3,4608.9429,4608.9429,,1
693,developed,4,8098.3735,8098.3735,,1
693,grain,7,13674.288,14656.484,2633.0903,6
693,orchard,9,48094.52,17915.764,58824.387,3
694,alfalfa,1,17658.15,15628.316,16294.393,3
694,grain,7,23654.9,24279.896,12343.635,9
695,alfalfa,1,87733.75,43368.949,109168.45,7
695,grain,7,28199.512,25151.889,13799.684,36
695,orchard,9,26064.807,27734.375,13745.824,7
695,pasture,11,24645.02,34223.098,17982.564,3
695,vineyard,15,51469.82,34994.043,29914.428,3
695,wetland,16,50812.813,49806.965,30790.027,3
696,alfalfa,1,39624.109,29487.18,34911.199,9
696,developed,4,768628.19,170647.72,1278599.1,4
696,fallow,5,39872.676,39872.676,,1
696,grain,7,25962.623,25000,9220.5918,19
696,orchard,9,25357.23,24550.934,13945.534,32
696,pasture,11,30326.055,22014.533,23142.945,11
696,tomato,13,22077.711,22077.711,,1
696,truck crops,14,30299.855,25462.928,25892.621,4
696,vineyard,15,57175.367,35021.551,59147.984,9
696,wetland,16,24112.885,19672.578,8962.8623,3
697,alfalfa,1,72676.188,72676.188,,1
697,grain,7,51276.953,27607.227,41201.082,3
697,orchard,9,34716.973,24713.973,37913.574,38
697,pasture,11,33684.113,28865.506,16888.582,6
697,truck crops,14,20070.123,19772.785,5460.1377,6
697,vineyard,15,57611.684,46742.043,66612.828,5
698,grain,7,24500.412,24500.412,15130.155,2
698,orchard,9,26253.912,22574.412,10336.145,8
698,pasture,11,21465.477,21465.477,1519.7865,2
699,orchard,9,86959.188,42329.367,82141.594,5
699,vineyard,15,21506.152,21506.152,,1
700,alfalfa,1,13302.073,11969.236,6231.8936,4
700,native vegetation,8,4341.8013,4341.8013,,1
700,pasture,11,14876.366,16636.066,10487.454,5
701,orchard,9,3036.3152,3036.3152,,1
701,pasture,11,14140.241,9608.5957,11153.879,12
702,grain,7,16582.326,24067.15,14288.887,3
702,orchard,9,16169.045,16169.045,15083.17,2
703,alfalfa,1,24835.305,18113.121,13986.369,15
703,grain,7,15722.831,17595.227,8584.4307,8
703,pasture,11,22320.24,15625.652,16551.209,23
703,tomato,13,16197.618,16197.618,,1
703,wetland,16,19790.949,20114.943,11307.259,7
704,alfalfa,1,21189.873,16981.133,11725.023,9
704,cotton,3,141940.47,141940.47,,1
704,developed,4,38780.672,38780.672,,1
704,fallow,5,14985.393,14985.393,18852.793,2
704,grain,7,18848.057,17431.723,14681.354,8
704,orchard,9,18466.408,18772.277,2766.762,4
704,pasture,11,29527.307,26194.764,19156.412,20
704,tomato,13,12505.38,12505.38,,1
704,truck crops,14,15137.746,14505.607,6013.1885,6
704,wetland,16,22602.281,17268.941,14180.758,3
705,alfalfa,1,30851.064,30851.064,,1
705,cotton,3,28248.176,28248.176,5218.2451,2
705,grain,7,39120.742,39188.809,8361.0322,5
705,orchard,9,40159.809,28934.164,35627.016,5
705,pasture,11,21785.938,20474.652,3462.8096,6
705,truck crops,14,22307.316,20948.422,6822.4214,4
706,alfalfa,1,27215.785,27215.785,16130.26,2
706,developed,4,39507.508,39507.508,20062.709,2
706,fallow,5,17289.195,17289.195,5500.1929,2
706,grain,7,26314.5,31694.598,11220.69,4
706,orchard,9,26434.424,24558.318,16804.967,33
706,pasture,11,26535.652,27724.51,10038.646,4
706,truck crops,14,26232.223,19785.777,16005.376,4
706,vineyard,15,30894.236,30894.236,,1
707,alfalfa,1,22719.822,21473.666,10482.869,5
707,grain,7,21444.557,23134.023,8675.9844,8
707,orchard,9,23981.027,22023.906,9446.1836,20
707,pasture,11,19154.17,14370.844,13426.553,12
707,truck crops,14,17379.207,17379.207,2859.3589,2
708,grain,7,9742.5342,9742.5342,2733.7175,2
708,orchard,9,24009.332,24009.332,,1
708,pasture,11,10528.907,2826.7888,13794.811,3
709,pasture,11,3863.1064,3863.1064,,1
710,orchard,9,3036.3152,3036.3152,,1
711,alfalfa,1,23458.08,21552.689,6693.105,3
711,grain,7,19920.543,19215.176,7747.7651,8
711,orchard,9,22797.357,17965.943,10752.449,7
711,pasture,11,2664.1582,2664.1582,2884.6379,2
711,tomato,13,16699.57,16699.57,1610.0089,2
711,truck crops,14,15444.454,15444.454,,1
712,alfalfa,1,27891.199,27910.391,13188.092,12
712,cotton,3,46419.035,46419.035,36656.188,2
712,grain,7,20144.541,20312.629,4241.8032,12
712,orchard,9,9751.0967,9751.0967,,1
712,pasture,11,39197.516,25397.199,38115.586,4
712,tomato,13,15431.555,15431.555,,1
712,wetland,16,19444.639,19444.639,,1
716,alfalfa,1,30935.67,24421.707,19921.127,3
716,citrus and olives,2,7294.8047,7294.8047,,1
716,fallow,5,21390.781,21390.781,,1
716,pasture,11,22131.332,18311.369,11067.442,6
716,wetland,16,13336.635,13336.635,3007.1497,2
717,alfalfa,1,29042.66,29042.66,3249.3738,2
717,cotton,3,32421.943,32421.943,,1
717,fallow,5,25040.816,22016.547,8843.7715,3
717,grain,7,21190.695,21906.123,6619.4775,5
717,orchard,9,27376.77,22359.813,20892.357,26
717,pasture,11,13285.369,13285.369,9197.7139,2
717,tomato,13,29444.24,29444.24,12477.256,2
717,truck crops,14,23948.379,27060.516,10837.608,6
717,vineyard,15,30497.262,30497.262,1182.6292,2
718,alfalfa,1,36943.828,36943.828,26384.951,2
718,cotton,3,45586.563,44103.379,20348.9,3
718,fallow,5,29884.842,30698.689,14092.658,4
718,grain,7,24462.734,26332.902,7510.8481,4
718,orchard,9,31612.576,24626.5,21283.395,24
718,pasture,11,50469.02,50048.996,31517.119,5
718,tomato,13,28670.414,28670.414,1562.6438,2
718,truck crops,14,43059.785,43059.785,28386.029,2
718,vineyard,15,24501.877,24501.877,,1
718,wetland,16,18927.988,18927.988,2403.0969,2
719,fallow,5,31161.363,31161.363,,1
719,grain,7,17306.779,17306.779,,1
719,orchard,9,23017.045,20738.135,12483.385,5
719,pasture,11,17906.949,14290.541,9992.7861,10
719,truck crops,14,16643.85,16643.85,1074.8513,2
720,alfalfa,1,10663.808,10663.808,,1
720,grain,7,18432.02,18432.02,,1
720,pasture,11,11245.685,8229.8721,11352.111,6
721,pasture,11,923.24353,234.30795,1196.6365,3
722,pasture,11,234.30795,234.30795,,1
723,alfalfa,1,82780.734,30000,118736.54,5
723,grain,7,14761.384,13885.095,6925.8525,14
723,orchard,9,21879.654,22634.234,8149.7891,5
723,pasture,11,15538.252,15662.345,4607.0986,4
723,tomato,13,16711.879,16711.879,,1
724,alfalfa,1,17556.248,17556.248,,1
724,grain,7,32659.863,20096.443,38927.418,4
724,pasture,11,1146.5029,1146.5029,,1
724,wetland,16,1223.1396,1223.1396,,1
730,orchard,9,19865.105,26052.875,13530.4,3
730,pasture,11,6440.9038,6440.9038,,1
731,alfalfa,1,27211.785,29278.871,16184.272,4
731,fallow,5,14850.721,14850.721,,1
731,grain,7,28548.219,29213.777,14763.3,11
731,orchard,9,22064.281,23214.285,7884.7241,11
731,pasture,11,59285.715,59285.715,,1
731,tomato,13,36750.84,36750.84,11965.604,2
731,truck crops,14,22784.797,21879.518,4161.9678,3
732,grain,7,5722.416,5722.416,,1
733,alfalfa,1,30164.139,31296.719,5978.4668,8
733,fallow,5,22290.859,21664.855,5629.1084,4
733,grain,7,24588.455,26339.518,11114.749,9
733,orchard,9,27566.748,29924.738,15633.069,10
733,pasture,11,32091.398,28037.383,14751.212,7
733,tomato,13,24328.014,24328.014,3271.7554,2
733,truck crops,14,12230.663,12230.663,,1
734,alfalfa,1,34167.988,27518.166,24253.373,3
734,cotton,3,19264.158,19264.158,,1
734,developed,4,42105.262,42105.262,,1
734,fallow,5,22697.92,22697.92,10020.587,2
734,grain,7,16159.865,18507.145,12864.146,4
734,orchard,9,40000,40000,,1
734,pasture,11,20030.773,20227.666,10898.7,12
734,truck crops,14,23221.176,23221.176,,1
735,alfalfa,1,25299.928,25299.928,,1
735,grain,7,31069.826,25357.609,19223.539,4
735,pasture,11,25026.824,16934.256,25054.994,7
738,fallow,5,40019.18,40019.18,33848.219,2
738,grain,7,14343.628,16945.492,4855.1548,3
738,orchard,9,13851.103,13262.376,11547.217,7
738,pasture,11,243208.58,243208.58,300064.22,2
738,truck crops,14,17245.723,17245.723,7092.3647,2
738,vineyard,15,19264.158,19264.158,,1
739,alfalfa,1,33305.406,29099.33,12603.434,4
739,cotton,3,23837.732,22305.613,5854.0854,4
739,developed,4,184108.38,184108.38,229986.88,2
739,grain,7,17532.545,14476.146,14504.174,4
739,orchard,9,33628.703,32555.02,17468.662,10
739,pasture,11,33712.988,34872.207,16184.612,7
740,alfalfa,1,21710.584,21710.584,,1
740,grain,7,23067.646,23067.646,,1
740,orchard,9,26837.34,26837.34,10713.96,2
740,pasture,11,12079.728,8957.8818,9619.8916,5
741,pasture,11,7322.8447,7322.8447,,1
743,alfalfa,1,18304.025,21489.939,6417.7192,3
743,cotton,3,9469.3633,9469.3633,,1
743,fallow,5,27884.275,27884.275,17788.195,2
743,grain,7,19393.814,16205.596,10503.492,8
743,orchard,9,38629.023,38629.023,13036.031,2
743,rice,12,8974.7207,7937.5381,2633.9253,4
744,alfalfa,1,18320.479,18320.479,2323.2712,2
744,cotton,3,20894.535,20894.535,,1
744,fallow,5,74897.414,24028.283,106661.46,5
744,grain,7,22342.203,20465.264,16653.748,15
744,orchard,9,26008.674,19230.77,17004.15,3
744,pasture,11,22983.043,19791.115,11116.096,4
744,rice,12,12796.756,12796.756,,1
745,alfalfa,1,27975.469,25510.191,16383.515,9
745,cotton,3,14126.681,14590.131,5291.7495,4
745,fallow,5,20746.354,21611.32,7109.521,7
745,grain,7,20925.545,20680.689,10478.841,13
745,orchard,9,25656.834,22059.313,14312.017,15
745,pasture,11,32755.051,29333.547,8280.209,3
745,tomato,13,28571.428,28571.428,,1
746,alfalfa,1,13547.495,13547.495,,1
746,cotton,3,33620.742,33620.742,,1
746,developed,4,21101.842,13567.156,14805.611,3
746,fallow,5,23092.371,21069.691,10973.732,9
746,grain,7,19235.098,17607.434,6253.502,15
746,orchard,9,23222.164,19687.652,14355.874,9
746,pasture,11,20269.125,18496.639,9726.501,4
746,tomato,13,21167.82,21167.82,,1
746,vineyard,15,38229.113,38229.113,,1
747,orchard,9,21181.973,23383.723,8194.1914,5
747,pasture,11,2864.0188,1558.0681,3144.2134,5
748,alfalfa,1,22339.102,22674.949,6484.8726,11
748,cotton,3,19646.654,19646.654,,1
748,grain,7,18382.732,18315.604,8637.5459,12
748,orchard,9,22729.854,25000,10596.403,7
748,pasture,11,6648.7139,6648.7139,7734.1948,2
749,alfalfa,1,9778.0889,9014.375,5466.0874,4
749,grain,7,10109.21,10109.21,643.82074,2
749,pasture,11,15371.248,7659.6118,19851.4,5
749,wetland,16,15916.934,9115.3984,18561.172,4
750,alfalfa,1,11479.566,11479.566,,1
753,alfalfa,1,34351.668,34351.668,,1
754,pasture,11,1260.104,1260.104,1514.2012,2
755,orchard,9,12128.333,12128.333,,1
755,pasture,11,1386.9408,1386.9408,1334.8269,2
756,alfalfa,1,13342.063,13342.063,4130.7964,2
756,grain,7,17328.717,14423.077,9540.5273,5
756,pasture,11,4500.8208,4500.8208,3343.1892,2
756,tomato,13,7277.0508,7277.0508,,1
757,alfalfa,1,55091.414,55091.414,47409.688,2
757,cotton,3,17277.92,10108.518,14345.932,3
757,fallow,5,55207.102,55207.102,,1
757,grain,7,15061.714,19311.506,6817.3672,5
757,orchard,9,30518.35,30518.35,15530.398,2
757,tomato,13,10419.383,7983.1621,9080.2969,5
758,alfalfa,1,13095.404,12489.927,4315.8179,3
758,cotton,3,19786.771,19786.771,,1
758,fallow,5,34505.926,31618.818,17462.734,3
758,grain,7,16036.027,16459.674,7752.8066,8
758,orchard,9,29400.768,27690.469,18266.475,20
758,pasture,11,17437.789,17514.535,578.66943,3
758,tomato,13,3835.7834,3835.7834,994.15106,2
759,alfalfa,1,19024.049,19024.049,,1
759,cotton,3,19786.771,19786.771,,1
759,grain,7,14224.156,14815.104,8666.792,3
759,orchard,9,11154.995,10458.232,5738.2295,6
759,pasture,11,105637.66,28153.344,154887.2,3
759,vineyard,15,26775.164,26775.164,75.9104,2
760,orchard,9,23841.645,16899.162,17799.693,5
760,pasture,11,9927.1729,9257.3857,7106.0928,7
762,pasture,11,3500,3500,,1
763,alfalfa,1,684.02039,684.02039,488.65686,2
763,pasture,11,3388.5469,3388.5469,,1
764,pasture,11,3337.4063,3337.4063,,1
765,alfalfa,1,16549.188,16549.188,,1
765,cotton,3,10540.561,10540.561,,1
765,grain,7,14692.867,18137.443,7959.4399,5
765,orchard,9,24182.291,24182.291,21370.207,2
765,pasture,11,7131.5767,5037.7734,4986.9585,6
766,grain,7,11817.424,11817.424,5129.8613,2
766,pasture,11,2189.5095,2189.5095,2530.7485,2
767,fallow,5,44707.383,44707.383,,1
767,grain,7,17718.844,17718.844,,1
769,alfalfa,1,10895.731,10895.731,674.38654,2
769,fallow,5,21882.371,21882.371,,1
769,orchard,9,57884.984,57884.984,77274.992,2
769,vineyard,15,1062.5153,1062.5153,,1
770,orchard,9,32208.586,32208.586,,1
770,pasture,11,36661.602,36661.602,,1
771,orchard,9,12707.572,12707.572,5387.7539,2
771,pasture,11,13522.522,13980.854,9199.1826,6
772,pasture,11,9728.998,10778.092,5702.3486,3
772,vineyard,15,19322.156,23883.672,6789.1011,5
773,alfalfa,1,21269.336,21269.336,2.4154878,2
773,grain,7,25434.461,25434.461,,1
773,pasture,11,7014.042,7726.6318,3246.1924,8
774,alfalfa,1,12304.768,11988.227,1717.1221,4
774,grain,7,5687.5439,5687.5439,,1
774,pasture,11,14296.628,7912.0645,12725.421,5
775,alfalfa,1,16252.127,13593.162,8924.0928,12
775,cotton,3,8512.5234,9607.5752,2974.7678,3
775,grain,7,11897.789,10086.824,6590.2158,7
775,pasture,11,32140.354,14877.18,36783.227,4
776,alfalfa,1,4410.0234,4410.0234,,1
776,wetland,16,6277.3403,6277.3403,,1
777,alfalfa,1,21349.033,16114.708,14931.608,7
777,fallow,5,15506.787,15506.787,10500.562,2
777,grain,7,11380.446,10955.836,5485.8159,8
777,pasture,11,2427.4673,2427.4673,,1
777,tomato,13,21941.891,21941.891,18287.063,2
778,alfalfa,1,44793.531,14385.102,78144.023,9
778,cotton,3,30125.061,16974.26,38369.824,8
778,developed,4,20442.91,20442.91,13583.401,2
778,fallow,5,21259.26,21259.26,,1
778,grain,7,18616.047,15548.357,17319.41,9
778,orchard,9,44821.602,49622.105,9056.2207,3
778,pasture,11,54394.555,54394.555,57424.773,2
779,cotton,3,12923.294,12350.992,3169.4165,3
779,fallow,5,14955.538,14955.538,,1
779,grain,7,19044.891,19044.891,14756.273,2
780,alfalfa,1,34351.668,34351.668,,1
781,alfalfa,1,4627.1567,3515.8547,4938.9956,3
782,alfalfa,1,6514.7588,6001.2949,3285.8638,3
783,alfalfa,1,11741.361,11741.361,8117.6797,2
783,grain,7,16513.514,16513.514,,1
783,orchard,9,13847.695,13847.695,4458.0322,2
784,alfalfa,1,14822.052,14822.052,3760.9255,2
784,fallow,5,11805.275,11805.275,6462.6602,2
784,grain,7,11292.68,10694.508,3074.0139,4
784,orchard,9,29531.48,29531.48,,1
785,fallow,5,11113.924,11113.924,,1
785,grain,7,61577.883,61577.883,24761.23,2
785,orchard,9,20117.342,17015.316,6377.9165,3
786,alfalfa,1,21431.727,15796.003,17720.785,3
786,fallow,5,7691.4795,7691.4795,,1
786,grain,7,7254.9727,7254.9727,408.95148,2
786,orchard,9,9325.0088,9325.0088,3362.8401,2
787,vineyard,15,4450.7847,4450.7847,,1
788,orchard,9,11455.354,11455.354,5809.2319,2
788,pasture,11,8085.4692,8085.4692,,1
789,fallow,5,4903.0283,4903.0283,,1
789,orchard,9,4746.6621,4746.6621,,1
789,pasture,11,9202.9658,9202.9658,1580.3784,2
790,fallow,5,4903.0283,4903.0283,,1
791,alfalfa,1,19385.352,13167.551,15804.309,11
791,cotton,3,10478.631,7563.3896,8927.5771,8
791,fallow,5,21660.438,21660.438,,1
791,grain,7,10148.214,10920.025,2818.1074,3
791,pasture,11,32185.844,32185.844,,1
791,tomato,13,10828.047,10828.047,114.12317,2
792,alfalfa,1,20291.021,17552.355,9781.7402,4
792,cotton,3,16334.206,20007.652,8471.5723,4
792,grain,7,3639.3311,3639.3311,,1
793,alfalfa,1,8224.3672,8224.3672,7710.0195,2
793,fallow,5,34024.91,34024.91,28428.244,2
793,grain,7,7660.1504,7660.1504,3645.0364,2
793,orchard,9,20676.998,20676.998,17671.248,2
793,pasture,11,9515.7813,9515.7813,,1
793,tomato,13,7303.4409,7303.4409,7264.3862,2
794,alfalfa,1,7755.8057,8801.585,5002.6792,3
794,cotton,3,8002.4116,8002.4116,,1
794,fallow,5,5057.3604,5057.3604,612.29407,2
794,grain,7,11998.109,11998.109,5167.8394,2
794,pasture,11,11099.854,10804.021,8756.166,3
795,alfalfa,1,2772.5596,2772.5596,,1
795,wetland,16,4879.1045,3075.6367,5970.0352,4
796,alfalfa,1,1413.354,1413.354,1922.207,2
796,fallow,5,12784.649,12784.649,,1
796,grain,7,1651.09,1651.09,,1
796,tomato,13,8264.1289,8264.1289,5905.7676,2
797,cotton,3,3508.5708,3508.5708,,1
797,pasture,11,2495.3533,2495.3533,,1
797,wetland,16,493.19727,493.19727,,1
798,alfalfa,1,20701.332,18805.777,12376.589,6
798,cotton,3,26948.203,21751.654,22223.432,7
798,fallow,5,9917.2012,10519.037,4458.4453,4
798,grain,7,12172.051,12921.63,7919.1641,4
798,orchard,9,28560.787,28560.787,,1
799,alfalfa,1,26146.582,15065.188,23859.643,17
799,cotton,3,17335.715,14082.007,9152.207,46
799,developed,4,48517.52,48517.52,,1
799,fallow,5,63091.23,71073.617,29959.385,4
799,grain,7,15272.314,12817.521,6080.7134,10
799,orchard,9,10828.21,10828.21,,1
799,pasture,11,22659.514,22659.514,12980.817,2
799,tomato,13,21090.842,21090.842,,1
799,truck crops,14,3438.1648,3438.1648,,1
800,alfalfa,1,31864.424,12500,42529.855,5
800,cotton,3,17719.01,18000,910.01733,3
800,grain,7,17961.846,17961.846,1785.0027,2
801,alfalfa,1,9877.335,9877.335,,1
801,cotton,3,30712.74,30712.74,,1
801,developed,4,10000,10000,,1
801,fallow,5,10589.209,10589.209,,1
801,grain,7,9820.624,9820.624,,1
801,tomato,13,1794.3811,1794.3811,,1
802,alfalfa,1,16434.029,16434.029,,1
802,cotton,3,8261.6582,8261.6582,,1
802,grain,7,4518.1743,4518.1743,,1
803,alfalfa,1,22364.344,22364.344,16985.631,2
803,cotton,3,12758.422,11468.646,6842.7197,5
803,tomato,13,10405.257,10405.257,8947.7861,2
804,alfalfa,1,63820.992,63820.992,,1
804,cotton,3,6581.8188,6581.8188,,1
804,orchard,9,16531.723,16531.723,,1
805,orchard,9,16531.723,16531.723,,1
807,cotton,3,14021.088,14021.088,,1
807,orchard,9,16678.053,16678.053,,1
808,alfalfa,1,16381.891,16381.891,,1
808,orchard,9,11879.771,10328.153,11760.033,3
809,alfalfa,1,11024.915,11024.915,,1
810,alfalfa,1,12539.201,9629.0654,6219.3345,5
810,cotton,3,11650.223,11650.223,,1
810,fallow,5,12811.626,10701.603,4802.0576,4
810,grain,7,11290.36,11290.36,,1
810,orchard,9,14341.723,11298.234,8258.7559,11
810,pasture,11,11375.908,10919.597,2686.2524,3
811,alfalfa,1,15271.61,15685.77,1545.4727,3
811,grain,7,16192.339,14893.828,8283.8154,4
811,orchard,9,21882.234,22754.461,9211.0078,10
811,pasture,11,17349.463,17349.463,10733.366,2
811,vineyard,15,101190.48,101190.48,,1
813,alfalfa,1,13133.401,13889.2,7844.5986,5
813,cotton,3,26336,26336,,1
813,developed,4,43342.5,43342.5,35149.848,2
813,fallow,5,13346.391,16305.324,7495.8882,4
813,grain,7,15403.505,15900.642,6973.3008,7
813,orchard,9,24022.906,24718.77,4301.2295,5
813,pasture,11,10155.892,10155.892,,1
813,tomato,13,19619.223,19619.223,,1
813,vineyard,15,15511.75,12709.957,9222.3828,3
814,alfalfa,1,21359.129,21359.129,5606.8857,2
814,fallow,5,21683.205,20254.885,8578.8799,11
814,grain,7,16360.465,13723.133,6461.0508,7
814,orchard,9,30107.838,23091.262,22091.307,8
814,pasture,11,22867.063,13552.322,23257.25,12
814,vineyard,15,21517.33,20210.037,3525.9312,3
815,fallow,5,20646.918,20646.918,6156.9736,2
815,grain,7,11942.091,11942.091,,1
815,orchard,9,14850.177,12485.783,10145.537,8
815,pasture,11,12297.379,9140.6963,8019.98,5
815,vineyard,15,26742.807,23295.182,15736.08,5
816,grain,7,40880.645,40880.645,,1
816,orchard,9,23728.057,22101.65,17771.391,4
816,pasture,11,13741.94,12739.182,8172.3267,8
816,vineyard,15,7735.8906,7735.8906,,1
817,grain,7,6618.9214,6618.9214,,1
817,pasture,11,4855.5098,3750,3572.8643,9
818,alfalfa,1,9644.3594,10252.998,2375.2168,3
818,cotton,3,15662.05,15662.05,,1
818,fallow,5,21479.637,21479.637,15836.015,2
818,grain,7,14551.539,11903.479,7670.0127,5
818,orchard,9,18909.385,16651.529,11245.542,23
818,pasture,11,10254.586,10254.586,,1
818,vineyard,15,55457.375,27774.637,68474.063,6
819,alfalfa,1,13250.376,13250.376,1343.275,2
819,fallow,5,20261.02,13803.692,17036.525,13
819,grain,7,28146.277,17062.451,16725.311,5
819,orchard,9,20558.1,16566.135,10330.129,19
819,pasture,11,15410.309,14794.19,9016.9307,15
819,vineyard,15,16181.041,15162.74,7029.52,6
820,developed,4,163043.47,163043.47,,1
820,fallow,5,22821.4,18448.926,8246.4561,3
820,grain,7,11748.859,13202.588,5202.522,4
820,orchard,9,12557.198,11122.701,9051.9668,4
820,pasture,11,34093.238,15524.661,50085.215,15
820,vineyard,15,39160.941,21354.934,31870.789,3
821,alfalfa,1,4035.24,4035.24,,1
821,fallow,5,3774.5933,3774.5933,,1
821,orchard,9,20046.271,19156.662,9803.3594,13
821,pasture,11,25297.139,23805.373,18194.619,4
821,vineyard,15,16689.225,16689.225,,1
822,grain,7,3937.5308,3937.5308,,1
822,orchard,9,34316.324,34316.324,,1
822,pasture,11,5670.2803,3038.8066,7866.6304,7
822,vineyard,15,5322.4175,5322.4175,,1
823,alfalfa,1,24306.381,24306.381,,1
823,fallow,5,7720.6665,7720.6665,,1
823,grain,7,16065.613,16065.613,11665.47,2
823,orchard,9,21665.801,20545.746,8829.7676,10
823,pasture,11,11430.583,11430.583,4133.1455,2
823,vineyard,15,21449.91,21754.855,11449.99,9
824,alfalfa,1,9381.1348,9381.1348,,1
824,developed,4,797067.19,797067.19,,1
824,fallow,5,20868.756,17419.965,13121.975,11
824,grain,7,17947.662,18262.756,9157.2852,5
824,orchard,9,21466.566,14614.055,10785.758,13
824,pasture,11,12766.492,13548.118,6296.6875,5
824,vineyard,15,20881.596,23062.234,7551.7085,11
825,developed,4,36878.887,36878.887,,1
825,fallow,5,27351.012,16590.443,30291.371,6
825,grain,7,38075.629,38075.629,49058.277,2
825,orchard,9,21324.182,17811.109,7548.168,3
825,pasture,11,50979.117,27168.359,59869.402,13
825,vineyard,15,37847.602,37847.602,30303.377,2
826,developed,4,91629.242,91629.242,,1
826,fallow,5,16227.235,16227.235,,1
826,grain,7,28171.113,28171.113,6120.8394,2
826,orchard,9,29693.34,23307.203,28190.379,14
826,pasture,11,44601.203,25124.365,53958.527,7
826,vineyard,15,23306.83,23306.332,4.835731,3
827,citrus and olives,2,20081.398,23308.365,5593.5815,3
827,orchard,9,10439.938,8834.0439,4604.3804,10
827,pasture,11,10005.861,11409.736,8600.043,5
827,vineyard,15,23301.719,23301.719,,1
828,fallow,5,6829.6616,6070.9902,2317.5386,4
828,grain,7,7325.2021,7325.2021,4043.2297,2
828,orchard,9,11594.238,6782.9458,10365.837,3
828,pasture,11,5807.6279,5807.6279,5660.0732,2
828,tomato,13,2416.5117,3034.1331,2051.3789,3
828,truck crops,14,7941.9072,7941.9072,,1
829,alfalfa,1,6177.582,6177.582,,1
829,cotton,3,4730.7134,5404.6226,935.98029,5
829,fallow,5,6076.4658,6076.4658,,1
829,tomato,13,4334.7974,5403.6968,1877.6501,3
